coluna,mean,median,std,mean,median,std,mean,median,std
cbo,3.5161516853932584,3.0,1.5684406222098426,5.296899144665826,5.282389833305826,1.8390814350865232,6.322944197512132,5.9891351237733215,3.098023912296461
dit,1.095505617977528,1.0,0.33753807510919726,1.4586868233243118,1.3995876562915668,0.35583981325814906,1.1157803766597052,0.7692617463908413,2.4877460939912295
lcom,1.059691011235955,0.0,7.672600265952898,139.813749003816,23.119946605644543,2068.0243168233173,4304.328179245166,128.49856632204012,89629.39578392195
loc,18.902387640449437,17.0,11.136852695534818,49.98988576068975,44.51575456835313,29.4368150606306,118.54172451966011,84.84481735512948,151.59890446967322
