file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/home/carlos/Documentos/faculdade/LES/LAB02/repositorios_clonados/rocketmq-externals/rocketmq-rocksdb/RemoveConsumeQueueCompactionFilter.java,org.rocksdb.RemoveConsumeQueueCompactionFilter,RemoveConsumeQueueCompactionFilter/1[long],true,24,1,1,0,1,1,1,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,false
/home/carlos/Documentos/faculdade/LES/LAB02/repositorios_clonados/rocketmq-externals/rocketmq-rocksdb/RemoveConsumeQueueCompactionFilter.java,org.rocksdb.RemoveConsumeQueueCompactionFilter,createNewRemoveConsumeQueueCompactionFilter0/1[long],false,28,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,266,0,false
